"ItemType","Path","SizeBytes","SizeHuman","Category","LastAccessTime","LastWriteTime","RiskLevel","SuggestedAction","EstimatedReleaseBytes","EstimatedReleaseHuman","Reason"
"Directory","C:\","455589767836","424.30 GB","未分类","2026/4/10 15:45:31","2026/4/10 12:25:05","高风险","保留不动","455589767836","424.30 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users","154546318657","143.93 GB","未分类","2026/4/10 15:45:29","2026/3/7 16:00:10","高风险","保留不动","154546318657","143.93 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389","154292161484","143.70 GB","未分类","2026/4/10 15:45:31","2026/4/9 2:06:11","高风险","保留不动","154292161484","143.70 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData","73061687223","68.04 GB","未分类","2026/4/10 15:45:29","2026/3/7 16:00:26","高风险","保留不动","73061687223","68.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Windows","58990638881","54.94 GB","未分类","2026/4/10 15:45:31","2026/4/6 22:25:54","高风险","保留不动","58990638881","54.94 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local","57175305415","53.25 GB","未分类","2026/4/10 15:45:15","2026/3/14 5:51:14","高风险","保留不动","57175305415","53.25 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files","52631893328","49.02 GB","未分类","2026/4/10 15:45:31","2026/4/3 22:15:28","高风险","保留不动","52631893328","49.02 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData","45011150230","41.92 GB","未分类","2026/4/10 15:45:29","2026/3/19 7:05:09","高风险","保留不动","45011150230","41.92 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\FFOutput","36911581901","34.38 GB","未分类","2026/4/10 15:45:29","2026/3/21 21:20:47","高风险","保留不动","36911581901","34.38 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\FFOutput\新建文件夹","36911581901","34.38 GB","未分类","2026/4/10 15:45:29","2026/3/21 21:21:36","高风险","保留不动","36911581901","34.38 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\FFOutput\新建文件夹\models","36231601989","33.74 GB","AI 模型权重、数据集、缓存","2026/4/10 15:20:30","2026/3/21 21:21:36","中风险","需要用户确认","36231601989","33.74 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Windows\WinSxS","22869826196","21.30 GB","未分类","2026/4/10 15:45:25","2026/4/6 22:27:08","高风险","保留不动","22869826196","21.30 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Downloads","22199301301","20.67 GB","未分类","2026/4/10 15:41:57","2026/4/10 13:43:16","高风险","保留不动","22199301301","20.67 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Videos","21582265578","20.10 GB","未分类","2026/4/10 15:45:29","2026/3/7 16:03:34","高风险","保留不动","21582265578","20.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Videos\Captures","21541330792","20.06 GB","未分类","2026/4/10 15:35:55","2026/3/7 16:28:57","高风险","保留不动","21541330792","20.06 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo","20877855836","19.44 GB","未分类","2026/4/10 15:45:29","2026/3/27 16:54:52","高风险","保留不动","20877855836","19.44 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone","19082106763","17.77 GB","未分类","2026/4/10 15:45:29","2025/10/10 18:11:42","高风险","保留不动","19082106763","17.77 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC","18852989337","17.56 GB","未分类","2026/4/10 15:45:29","2025/10/10 18:11:42","高风险","保留不动","18852989337","17.56 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter","18852989337","17.56 GB","未分类","2026/4/10 15:45:32","2025/10/10 18:09:47","高风险","保留不动","18852989337","17.56 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Documents","17278281415","16.09 GB","未分类","2026/4/10 15:45:07","2026/4/3 22:17:21","高风险","保留不动","17278281415","16.09 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files (x86)","16461702045","15.33 GB","未分类","2026/4/10 15:43:35","2026/3/7 15:58:46","高风险","保留不动","16461702045","15.33 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Roaming","15560371005","14.49 GB","未分类","2026/4/10 15:45:31","2026/4/3 22:15:19","高风险","保留不动","15560371005","14.49 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Windows\System32","13802660104","12.85 GB","未分类","2026/4/10 15:45:32","2026/4/9 19:28:00","高风险","保留不动","13802660104","12.85 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\models","13372588853","12.45 GB","AI 模型权重、数据集、缓存","2026/4/10 15:25:15","2025/10/10 18:11:09","中风险","需要用户确认","13372588853","12.45 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Program Files\WindowsApps","12494240927","11.64 GB","未分类","2026/4/10 15:42:01","2026/4/10 12:43:52","高风险","保留不动","12494240927","11.64 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Topaz Labs LLC","10654157652","9.92 GB","未分类","2026/4/10 15:45:29","2026/3/21 21:36:45","高风险","保留不动","10654157652","9.92 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI","10618080210","9.89 GB","未分类","2026/4/10 15:45:29","2026/3/10 20:13:22","高风险","保留不动","10618080210","9.89 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI\models","10618080210","9.89 GB","AI 模型权重、数据集、缓存","2026/4/10 15:26:18","2026/3/10 20:13:22","中风险","需要用户确认","10618080210","9.89 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Program Files\Lenovo\AIAgent","9701307007","9.04 GB","未分类","2026/4/10 15:41:46","2026/4/4 7:36:51","高风险","保留不动","9701307007","9.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Lenovo","9701307007","9.04 GB","未分类","2026/4/10 15:45:32","2025/10/10 18:08:20","高风险","保留不动","9701307007","9.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Documents\Tencent Files","8643164524","8.05 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:45:07","2026/4/10 10:17:57","高风险","上云后删除本地","8643164524","8.05 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Program Files\Lenovo\AIAgent\Modules","8472080491","7.89 GB","未分类","2026/4/10 15:21:18","2026/4/4 7:36:51","高风险","保留不动","8472080491","7.89 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Documents\Tencent Files\1316795181","8443740299","7.86 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:45:07","2024/10/27 16:27:52","高风险","上云后删除本地","8443740299","7.86 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Users\m1389\Documents\Tencent Files\1316795181\nt_qq","8443714699","7.86 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:45:07","2024/9/10 19:26:03","高风险","上云后删除本地","8443714699","7.86 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Users\m1389\AppData\Local\uv","8188076084","7.63 GB","未分类","2026/4/10 15:32:23","2025/10/16 0:47:12","高风险","保留不动","8188076084","7.63 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\uv\cache","8188076084","7.63 GB","未分类","2026/4/10 15:32:23","2025/10/16 0:53:43","高风险","保留不动","8188076084","7.63 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\uv\cache\archive-v0","8137680817","7.58 GB","浏览器缓存、软件缓存、日志","2026/4/10 15:32:22","2025/10/16 0:53:43","低风险","直接删除","8137680817","7.58 GB","缓存和日志通常可再生成，对业务数据影响较低。"
"Directory","C:\Windows\System32\DriverStore","7953872799","7.41 GB","未分类","2026/4/10 15:45:03","2026/4/6 22:26:58","高风险","保留不动","7953872799","7.41 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Windows\System32\DriverStore\FileRepository","7950557949","7.40 GB","未分类","2026/4/10 15:39:37","2026/4/6 22:26:58","高风险","保留不动","7950557949","7.40 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\uv\cache\archive-v0\F6vBYgGD954dYGQq2I8Oy","7516828099","7.00 GB","浏览器缓存、软件缓存、日志","2026/4/10 15:32:11","2025/10/16 0:53:43","低风险","直接删除","7516828099","7.00 GB","缓存和日志通常可再生成，对业务数据影响较低。"
"Directory","C:\Users\m1389\AppData\Local\uv\cache\archive-v0\F6vBYgGD954dYGQq2I8Oy\torch","7512702379","7.00 GB","浏览器缓存、软件缓存、日志","2026/4/10 15:32:11","2025/10/16 0:53:43","低风险","直接删除","7512702379","7.00 GB","缓存和日志通常可再生成，对业务数据影响较低。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\models\lora_train_models","7477997217","6.96 GB","AI 模型权重、数据集、缓存","2026/4/10 15:25:15","2025/10/10 18:11:36","中风险","需要用户确认","7477997217","6.96 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Users\m1389\AppData\Local\Android","7444117955","6.93 GB","未分类","2026/4/10 15:28:13","2026/2/24 19:11:36","高风险","保留不动","7444117955","6.93 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\Android\Sdk","7444117955","6.93 GB","未分类","2026/4/10 15:28:13","2026/2/24 21:59:27","高风险","保留不动","7444117955","6.93 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\uv\cache\archive-v0\F6vBYgGD954dYGQq2I8Oy\torch\lib","7425480746","6.92 GB","浏览器缓存、软件缓存、日志","2026/4/10 15:32:09","2025/10/16 0:53:42","低风险","直接删除","7425480746","6.92 GB","缓存和日志通常可再生成，对业务数据影响较低。"
"Directory","C:\Users\m1389\Documents\Tencent Files\1316795181\nt_qq\nt_data","7253719226","6.76 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:45:07","2026/3/11 21:47:04","高风险","上云后删除本地","7253719226","6.76 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI\models\Lib","7184713873","6.69 GB","AI 模型权重、数据集、缓存","2026/4/10 15:26:18","2025/10/29 6:54:10","中风险","需要用户确认","7184713873","6.69 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Program Files\Adobe","7108300961","6.62 GB","未分类","2026/4/10 15:41:46","2025/10/27 21:12:49","高风险","保留不动","7108300961","6.62 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI\models\Lib\site-packages","6996735142","6.52 GB","AI 模型权重、数据集、缓存","2026/4/10 15:26:13","2025/10/29 6:54:05","中风险","需要用户确认","6996735142","6.52 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Users\m1389\AppData\Local\Google","6293174695","5.86 GB","未分类","2026/4/10 15:43:08","2026/2/24 18:52:48","高风险","保留不动","6293174695","5.86 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Windows\Installer","6234865985","5.81 GB","未分类","2026/4/10 15:41:46","2026/4/4 16:34:30","高风险","保留不动","6234865985","5.81 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\Google\Chrome","6087486862","5.67 GB","未分类","2026/4/10 15:43:08","2025/11/16 4:14:10","高风险","保留不动","6087486862","5.67 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Local\Google\Chrome\User Data","6087486862","5.67 GB","未分类","2026/4/10 15:43:08","2026/4/10 15:36:45","高风险","保留不动","6087486862","5.67 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\$GetCurrent","6002859858","5.59 GB","未分类","2026/4/10 15:20:30","2025/10/10 10:45:12","高风险","保留不动","6002859858","5.59 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\$GetCurrent\media","6002728278","5.59 GB","未分类","2026/4/10 15:20:30","2025/9/16 4:26:33","高风险","保留不动","6002728278","5.59 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\$GetCurrent\media\sources","5954639953","5.55 GB","未分类","2026/4/10 15:20:30","2025/10/10 10:48:14","高风险","保留不动","5954639953","5.55 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI\models\Lib\site-packages\torch","5923409852","5.52 GB","AI 模型权重、数据集、缓存","2026/4/10 15:26:11","2025/10/29 6:54:01","中风险","需要用户确认","5923409852","5.52 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\Users\m1389\AppData\Local\Android\Sdk\system-images","5919211327","5.51 GB","未分类","2026/4/10 15:28:13","2026/2/24 21:59:27","高风险","保留不动","5919211327","5.51 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\models\image_generate_models","5894591636","5.49 GB","AI 模型权重、数据集、缓存","2026/4/10 15:25:14","2025/10/10 18:11:09","中风险","需要用户确认","5894591636","5.49 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\ProgramData\Topaz Labs LLC\Topaz Video AI\models\Lib\site-packages\torch\lib","5808932346","5.41 GB","AI 模型权重、数据集、缓存","2026/4/10 15:26:08","2025/10/29 6:53:58","中风险","需要用户确认","5808932346","5.41 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\Lib","5422628922","5.05 GB","未分类","2026/4/10 15:25:14","2025/10/10 18:10:42","高风险","保留不动","5422628922","5.05 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Microsoft Visual Studio\2022","5409428528","5.04 GB","未分类","2026/4/10 15:38:40","2025/11/9 23:15:53","高风险","保留不动","5409428528","5.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Microsoft Visual Studio\2022\Community","5409428528","5.04 GB","未分类","2026/4/10 15:22:04","2025/11/9 23:21:05","高风险","保留不动","5409428528","5.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Microsoft Visual Studio","5409428528","5.04 GB","未分类","2026/4/10 15:45:32","2025/11/9 23:15:53","高风险","保留不动","5409428528","5.04 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\models\image_generate_models\stable_diffusion","5394230350","5.02 GB","AI 模型权重、数据集、缓存","2026/4/10 15:25:14","2025/10/10 18:11:07","中风险","需要用户确认","5394230350","5.02 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\Lib\site-packages","5376919133","5.01 GB","未分类","2026/4/10 15:25:13","2025/10/10 18:10:41","高风险","保留不动","5376919133","5.01 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Adobe\Adobe Photoshop 2025","5310454032","4.95 GB","未分类","2026/4/10 15:20:42","2025/10/11 23:59:43","高风险","保留不动","5310454032","4.95 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Documents\GeekDog","5088438648","4.74 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:35:01","2024/8/10 9:51:57","高风险","上云后删除本地","5088438648","4.74 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Users\m1389\AppData\Local\NVIDIA","5058467008","4.71 GB","未分类","2026/4/10 15:30:39","2026/2/6 19:58:06","高风险","保留不动","5058467008","4.71 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\OneDrive","5031191083","4.69 GB","云盘同步目录中的本地副本","2026/4/10 15:41:57","2026/4/9 2:42:09","高风险","上云后删除本地","5031191083","4.69 GB","已同步且低频使用的文件适合转仅云端，但需先校验云端完整性。"
"Directory","C:\Users\m1389\Documents\GeekDog\Data","4982086809","4.64 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:35:01","2024/8/10 9:51:50","高风险","上云后删除本地","4982086809","4.64 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Program Files (x86)\Microsoft","4885101886","4.55 GB","未分类","2026/4/10 15:43:35","2025/10/12 18:19:25","高风险","保留不动","4885101886","4.55 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\AppData\Roaming\Code","4672627792","4.35 GB","未分类","2026/4/10 15:45:21","2026/4/10 13:58:52","高风险","保留不动","4672627792","4.35 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Users\m1389\Documents\Tencent Files\1316795181\nt_qq\nt_data\Pic","4655456085","4.34 GB","旧项目归档、课程资料、无用备份","2026/4/10 15:35:43","2026/4/6 20:25:02","高风险","上云后删除本地","4655456085","4.34 GB","可能仍有复用价值，默认推荐归档而非直接删除。"
"Directory","C:\Users\m1389\AppData\Local\NVIDIA\DXCache","4654403584","4.33 GB","未分类","2026/4/10 15:30:39","2026/4/10 13:50:58","高风险","保留不动","4654403584","4.33 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Microsoft Office","4586321704","4.27 GB","未分类","2026/4/10 15:41:46","2026/4/4 16:31:23","高风险","保留不动","4586321704","4.27 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Microsoft Office\root","4578202170","4.26 GB","未分类","2026/4/10 15:41:46","2025/10/10 18:09:25","高风险","保留不动","4578202170","4.26 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\Lib\site-packages\torch","4497345236","4.19 GB","未分类","2026/4/10 15:25:03","2025/10/10 18:10:35","高风险","保留不动","4497345236","4.19 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\ProgramData\Lenovo\CreatorZone\Adapter\ImageAIGC\Lib\site-packages\torch\lib","4415772884","4.11 GB","未分类","2026/4/10 15:25:01","2025/10/10 18:10:34","高风险","保留不动","4415772884","4.11 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Windows\assembly","4397840553","4.10 GB","未分类","2026/4/10 15:41:44","2026/3/7 16:00:13","高风险","保留不动","4397840553","4.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","C:\Program Files\Docker","4368581864","4.07 GB","未分类","2026/4/10 15:45:31","2026/3/10 9:54:11","高风险","保留不动","4368581864","4.07 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
