"ItemType","Path","SizeBytes","SizeHuman","Category","LastAccessTime","LastWriteTime","RiskLevel","SuggestedAction","EstimatedReleaseBytes","EstimatedReleaseHuman","Reason"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Default","7273087639","6.77 GB","游戏文件与游戏缓存","2026/4/10 15:49:02","2026/3/24 20:48:24","中风险","需要用户确认","7273087639","6.77 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\Topaz Labs LLC\Topaz Video\models\Lib","7260063797","6.76 GB","AI 模型权重、数据集、缓存","2026/4/10 15:48:56","2026/3/10 22:45:32","中风险","需要用户确认","7260063797","6.76 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Default\Paks","7231455774","6.73 GB","游戏文件与游戏缓存","2026/4/10 15:49:02","2026/3/24 20:58:06","中风险","需要用户确认","7231455774","6.73 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\Topaz Labs LLC\Topaz Video\models\Lib\site-packages","7072094387","6.59 GB","AI 模型权重、数据集、缓存","2026/4/10 15:48:50","2026/3/10 22:45:28","中风险","需要用户确认","7072094387","6.59 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Data\lmstudio_models\lmstudio-community\Qwen3.5-9B-GGUF","6548748736","6.10 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:46","2026/3/10 12:44:01","中风险","需要用户确认","6548748736","6.10 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Data\lmstudio_models\lmstudio-community\Qwen3-VL-8B-Instruct-GGUF","6186814624","5.76 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:46","2026/2/25 21:27:07","中风险","需要用户确认","6186814624","5.76 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files\Topaz Labs LLC\Topaz Video\models\Lib\site-packages\torch","5923369526","5.52 GB","AI 模型权重、数据集、缓存","2026/4/10 15:48:48","2026/3/10 22:45:21","中风险","需要用户确认","5923369526","5.52 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\$RECYCLE.BIN","5905575205","5.50 GB","未分类","2026/4/10 15:45:36","2025/8/29 16:59:21","高风险","保留不动","5905575205","5.50 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\$RECYCLE.BIN\S-1-5-21-1418471464-393063676-2544137915-1001","5905575205","5.50 GB","临时文件、回收站","2026/4/10 15:45:36","2026/4/10 12:27:12","低风险","直接删除","5905575205","5.50 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\Program Files\Topaz Labs LLC\Topaz Video\models\Lib\site-packages\torch\lib","5808932346","5.41 GB","AI 模型权重、数据集、缓存","2026/4/10 15:48:44","2026/3/10 22:45:14","中风险","需要用户确认","5808932346","5.41 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files\Adobe.Photoshop.2025.u13.Multilingual","5688930339","5.30 GB","未分类","2026/4/10 15:46:58","2025/10/11 23:56:55","高风险","保留不动","5688930339","5.30 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Adobe.Photoshop.2025.u13.Multilingual\Adobe 2025","5680448904","5.29 GB","未分类","2026/4/10 15:46:58","2025/10/11 23:51:32","高风险","保留不动","5680448904","5.29 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Forge Models\Stable-Diffusion\sd 1.5","5672745460","5.28 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:04","2025/11/15 21:48:06","中风险","需要用户确认","5672745460","5.28 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Drivers","5613809054","5.23 GB","未分类","2026/4/10 15:46:04","2024/7/4 17:05:42","高风险","保留不动","5613809054","5.23 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Adobe.Photoshop.2025.u13.Multilingual\Adobe 2025\products","5487572796","5.11 GB","未分类","2026/4/10 15:46:58","2025/10/11 23:51:33","高风险","保留不动","5487572796","5.11 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Data\lmstudio_models\lmstudio-community\Qwen3-8B-GGUF","5027783968","4.68 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:46","2026/2/24 16:41:36","中风险","需要用户确认","5027783968","4.68 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files (x86)","4540872467","4.23 GB","未分类","2026/4/10 15:49:27","2025/10/28 23:18:58","高风险","保留不动","4540872467","4.23 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\KuGou","4160994201","3.88 GB","未分类","2026/4/10 15:46:24","2026/2/16 22:10:05","高风险","保留不动","4160994201","3.88 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Quark","4029871367","3.75 GB","未分类","2026/4/10 15:48:04","2026/4/5 0:43:11","高风险","保留不动","4029871367","3.75 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\$RECYCLE.BIN\S-1-5-21-1418471464-393063676-2544137915-1001\$RF9WCWB","3900516400","3.63 GB","临时文件、回收站","2026/4/10 15:45:35","2026/3/21 23:06:52","低风险","直接删除","3900516400","3.63 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\Program Data\Weixin chat\xwechat_files","3716872281","3.46 GB","未分类","2026/4/10 15:46:57","2026/1/24 2:19:17","高风险","保留不动","3716872281","3.46 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Data\Weixin chat","3716872281","3.46 GB","未分类","2026/4/10 15:50:19","2025/10/12 15:31:55","高风险","保留不动","3716872281","3.46 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\Content\Paks\Feature","3709599110","3.45 GB","未分类","2026/4/10 15:49:00","2026/2/26 14:52:57","高风险","保留不动","3709599110","3.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\Content\Paks\Feature\StarP\Movies\Local\PC","3709599110","3.45 GB","未分类","2026/4/10 15:49:00","2026/2/26 14:53:45","高风险","保留不动","3709599110","3.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\Content\Paks\Feature\StarP\Movies","3709599110","3.45 GB","未分类","2026/4/10 15:50:19","2026/2/26 14:52:57","高风险","保留不动","3709599110","3.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\Content\Paks\Feature\StarP\Movies\Local","3709599110","3.45 GB","未分类","2026/4/10 15:50:19","2026/2/26 14:52:57","高风险","保留不动","3709599110","3.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\Content\Paks\Feature\StarP","3709599110","3.45 GB","未分类","2026/4/10 15:50:19","2026/2/26 14:52:57","高风险","保留不动","3709599110","3.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\classify_and_prefix_models","3380017654","3.15 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:00","2025/11/15 14:08:53","中风险","需要用户确认","3380017654","3.15 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\classify_and_prefix_models\.venv","3379234337","3.15 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:00","2025/11/15 14:08:53","中风险","需要用户确认","3379234337","3.15 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\classify_and_prefix_models\.venv\Lib\site-packages","3377840118","3.15 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:00","2025/11/15 14:08:52","中风险","需要用户确认","3377840118","3.15 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\classify_and_prefix_models\.venv\Lib","3377840118","3.15 GB","AI 模型权重、数据集、缓存","2026/4/10 15:50:19","2025/11/15 14:06:40","中风险","需要用户确认","3377840118","3.15 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files\Adobe.Photoshop.2025.u13.Multilingual\Adobe 2025\products\PHSP","3349766028","3.12 GB","未分类","2026/4/10 15:46:58","2025/10/11 23:51:33","高风险","保留不动","3349766028","3.12 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Data\Weixin chat\xwechat_files\wxid_e8vqvt7egblj22_63bc","3325048163","3.10 GB","未分类","2026/4/10 15:46:57","2026/4/7 16:55:14","高风险","保留不动","3325048163","3.10 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Android\Android Studio","3240567111","3.02 GB","未分类","2026/4/10 15:47:02","2026/2/24 18:47:29","高风险","保留不动","3240567111","3.02 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Android","3240567111","3.02 GB","未分类","2026/4/10 15:50:19","2026/2/24 18:47:21","高风险","保留不动","3240567111","3.02 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\classify_and_prefix_models\.venv\Lib\site-packages\torch","3181701912","2.96 GB","AI 模型权重、数据集、缓存","2026/4/10 15:45:59","2025/11/15 14:08:47","中风险","需要用户确认","3181701912","2.96 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Data\Weixin chat\xwechat_files\wxid_e8vqvt7egblj22_63bc\msg","3102758183","2.89 GB","未分类","2026/4/10 15:46:57","2025/10/12 15:41:58","高风险","保留不动","3102758183","2.89 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\classify_and_prefix_models\.venv\Lib\site-packages\torch\lib","3054357678","2.84 GB","AI 模型权重、数据集、缓存","2026/4/10 15:45:56","2025/11/15 14:08:32","中风险","需要用户确认","3054357678","2.84 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\KuGou\Temp","3034768635","2.83 GB","未分类","2026/4/10 15:46:24","2026/4/9 13:19:14","高风险","保留不动","3034768635","2.83 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Starverse","2482016863","2.31 GB","未分类","2026/4/10 15:50:17","2026/4/10 14:04:23","高风险","保留不动","2482016863","2.31 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files (x86)\steam","2465157418","2.30 GB","未分类","2026/4/10 15:49:26","2026/4/9 12:43:10","高风险","保留不动","2465157418","2.30 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Android\Android Studio\plugins","2312270225","2.15 GB","未分类","2026/4/10 15:47:02","2026/2/24 18:47:47","高风险","保留不动","2312270225","2.15 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Data\Weixin chat\xwechat_files\wxid_e8vqvt7egblj22_63bc\msg\video","2261462756","2.11 GB","未分类","2026/4/10 15:46:57","2026/4/8 17:37:38","高风险","保留不动","2261462756","2.11 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Tencent\QQNT","2218889980","2.07 GB","未分类","2026/4/10 15:48:08","2025/11/19 8:46:21","高风险","保留不动","2218889980","2.07 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Arena","2214599119","2.06 GB","游戏文件与游戏缓存","2026/4/10 15:49:01","2026/3/24 20:48:32","中风险","需要用户确认","2214599119","2.06 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\Tencent\QQNT\versions","2210777140","2.06 GB","未分类","2026/4/10 15:49:15","2026/4/10 15:18:23","高风险","保留不动","2210777140","2.06 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Arena\Paks","2210135493","2.06 GB","游戏文件与游戏缓存","2026/4/10 15:49:01","2026/3/24 20:56:53","中风险","需要用户确认","2210135493","2.06 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\KuGou\Temp\tp2p","2146775862","2.00 GB","临时文件、回收站","2026/4/10 15:46:24","2025/10/15 23:32:00","低风险","直接删除","2146775862","2.00 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\KuGou\Temp\tp2p\.tpfs","2146772396","2.00 GB","临时文件、回收站","2026/4/10 15:46:24","2025/10/15 17:06:01","低风险","直接删除","2146772396","2.00 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\KuGou\Temp\tp2p\.tpfs\duty","2146772396","2.00 GB","临时文件、回收站","2026/4/10 15:46:24","2026/4/9 6:31:30","低风险","直接删除","2146772396","2.00 GB","临时数据和回收站内容通常可再生成，属于优先清理区域。"
"Directory","D:\Drivers\IntelVGA","2101020404","1.96 GB","未分类","2026/4/10 15:46:02","2024/7/4 0:17:28","高风险","保留不动","2101020404","1.96 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Drivers\IntelVGA\Source\drivers","2101018440","1.96 GB","未分类","2026/4/10 15:46:02","2024/7/4 0:17:29","高风险","保留不动","2101018440","1.96 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Drivers\IntelVGA\Source","2101018440","1.96 GB","未分类","2026/4/10 15:50:20","2024/7/4 0:17:28","高风险","保留不动","2101018440","1.96 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Farm","2045803615","1.91 GB","游戏文件与游戏缓存","2026/4/10 15:49:02","2026/3/24 20:48:34","中风险","需要用户确认","2045803615","1.91 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\元梦之星-山海寻灵(2002532)\LetsGo\GameData\Saved\PersistentDownloadDir\%50%75%66%66%65%74\Farm\Paks","2041329269","1.90 GB","游戏文件与游戏缓存","2026/4/10 15:49:02","2026/3/24 20:51:38","中风险","需要用户确认","2041329269","1.90 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\Tencent\GameAssistData","1912955234","1.78 GB","游戏文件与游戏缓存","2026/4/10 15:48:05","2026/2/12 7:52:07","中风险","需要用户确认","1912955234","1.78 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Files\Tencent\GameAssistData\app","1901463026","1.77 GB","游戏文件与游戏缓存","2026/4/10 15:49:17","2026/4/10 13:49:51","中风险","需要用户确认","1901463026","1.77 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Program Data\lmstudio_models\lmstudio-community\DeepSeek-R1-Distill-Qwen-1.5B-GGUF","1894531904","1.76 GB","AI 模型权重、数据集、缓存","2026/4/10 15:46:46","2026/2/25 11:57:00","中风险","需要用户确认","1894531904","1.76 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。"
"Directory","D:\Program Files\Adobe.Photoshop.2025.u13.Multilingual\Adobe 2025\products\ACR","1796992102","1.67 GB","未分类","2026/4/10 15:46:58","2025/10/11 23:51:33","高风险","保留不动","1796992102","1.67 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Program Files\Tencent\GameAssist\Image\5.10.5410.117","1764311789","1.64 GB","游戏文件与游戏缓存","2026/4/10 15:48:05","2026/4/5 9:44:11","中风险","需要用户确认","1764311789","1.64 GB","游戏资源可重装但体积大，回收空间高，代价是重装时间和流量。"
"Directory","D:\Starverse\release","1606767885","1.50 GB","未分类","2026/4/10 15:50:05","2025/12/11 16:29:41","高风险","保留不动","1606767885","1.50 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\gemini-chat","1559865356","1.45 GB","未分类","2026/4/10 15:46:24","2025/11/15 12:20:20","高风险","保留不动","1559865356","1.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\gemini-chat\venv","1558245475","1.45 GB","未分类","2026/4/10 15:46:24","2025/11/15 12:20:20","高风险","保留不动","1558245475","1.45 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\gemini-chat\venv\Lib\site-packages","1547339355","1.44 GB","未分类","2026/4/10 15:46:23","2025/11/15 12:20:20","高风险","保留不动","1547339355","1.44 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\gemini-chat\venv\Lib","1547339355","1.44 GB","未分类","2026/4/10 15:50:20","2025/10/29 8:22:07","高风险","保留不动","1547339355","1.44 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
"Directory","D:\Drivers\NVVGA","1505074443","1.40 GB","未分类","2026/4/10 15:46:04","2024/7/4 0:18:48","高风险","保留不动","1505074443","1.40 GB","路径用途不明或属于工作/系统关键区域，默认保留。"
